feedback_id,order_id,user_id,rating,comments
FB871,Ord871,U776,5,The delivery person was very polite and professional.
FB872,Ord872,U315,5,Medicines arrived in perfect condition and on time.
FB873,Ord873,U564,4,The delivery person was courteous and professional.
FB874,Ord874,U497,5,The delivery person was very polite and professional.
FB875,Ord875,U344,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB876,Ord876,U548,1,"Very poor service, I am not satisfied at all."
FB877,Ord877,U320,2,"Medicines were out of stock, causing a delay in delivery."
FB878,Ord878,U370,2,The ordering process was tedious and time-consuming.
FB879,Ord879,U966,5,"Delivery was exactly as scheduled, with great communication."
FB880,Ord880,U823,2,The ordering process was tedious and time-consuming.
FB881,Ord881,U404,1,"The delivery was delayed, and no explanation was given."
FB882,Ord882,U994,1,"Delivery was late, and the medicines were not properly packaged."
FB883,Ord883,U329,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB884,Ord884,U296,1,I did not receive all the items I ordered.
FB885,Ord885,U288,3,"Overall experience was average, with room for improvement."
FB886,Ord886,U993,3,"Overall experience was average, with room for improvement."
FB887,Ord887,U314,3,The website is functional but could use some updates for better usability.
FB888,Ord888,U626,1,The wrong medicines were delivered to me.
FB889,Ord889,U708,4,Ordering process was smooth and hassle-free.
FB890,Ord890,U957,1,I did not receive all the items I ordered.
FB891,Ord891,U213,3,The website is functional but could use some updates for better usability.
FB892,Ord892,U998,2,Customer service was slow to respond to my queries.
FB893,Ord893,U623,4,"Overall experience was good, with minor room for improvement."
FB894,Ord894,U464,4,The website is easy to use and navigate.
FB895,Ord895,U316,4,"Medicines were delivered as ordered, and the packaging was secure."
FB896,Ord896,U798,2,Customer service was slow to respond to my queries.
FB897,Ord897,U277,1,"Delivery was late, and the medicines were not properly packaged."
FB898,Ord898,U675,5,The website is very user-friendly and easy to navigate.
FB899,Ord899,U521,3,"Ordering process was straightforward, but some items were out of stock."
FB900,Ord900,U573,1,I had to call customer service multiple times to resolve issues.
FB901,Ord901,U448,1,The delivery person was rude and unprofessional.
FB902,Ord902,U681,3,"Ordering process was straightforward, but some items were out of stock."
FB903,Ord903,U822,4,"Overall experience was good, with minor room for improvement."
FB904,Ord904,U248,3,Communication about delivery status was adequate but could be improved.
FB905,Ord905,U795,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB906,Ord906,U377,1,There were no updates provided about the delivery status.
FB907,Ord907,U986,2,The delivery packaging was subpar.
FB908,Ord908,U266,1,"Very poor service, I am not satisfied at all."
FB909,Ord909,U628,5,"Delivery was exactly as scheduled, with great communication."
FB910,Ord910,U697,1,The delivery person was rude and unprofessional.
FB911,Ord911,U505,3,"Delivery was late, but customer service resolved the issue."
FB912,Ord912,U305,5,Medicines arrived in perfect condition and on time.
FB913,Ord913,U819,1,Medicines were damaged during delivery.
FB914,Ord914,U736,1,"Delivery was late, and the medicines were not properly packaged."
FB915,Ord915,U757,3,"Customer service was helpful, but the response time was slow."
FB916,Ord916,U310,3,"Overall experience was average, with room for improvement."
FB917,Ord917,U227,4,The website is easy to use and navigate.
FB918,Ord918,U937,5,The delivery person was very polite and professional.
FB919,Ord919,U336,2,The delivery packaging was subpar.
FB920,Ord920,U946,2,"My delivery was incomplete, missing some items."
FB921,Ord921,U527,2,"Medicines were out of stock, causing a delay in delivery."
FB922,Ord922,U273,3,"The delivery was on time, but packaging could be better."
FB923,Ord923,U506,1,"The delivery was delayed, and no explanation was given."
FB924,Ord924,U760,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB925,Ord925,U592,3,The website is functional but could use some updates for better usability.
FB926,Ord926,U763,4,The delivery person was courteous and professional.
FB927,Ord927,U887,5,"Overall, an outstanding experience! Highly recommended."
FB928,Ord928,U532,2,"Delivery was late, but at least the medicines were intact."
FB929,Ord929,U662,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB930,Ord930,U411,1,The delivery person was rude and unprofessional.
FB931,Ord931,U471,5,"Delivery was super fast, and the medicines were perfectly packaged."
FB932,Ord932,U305,1,Medicines were damaged during delivery.
FB933,Ord933,U507,4,The delivery person was courteous and professional.
FB934,Ord934,U343,1,I had to call customer service multiple times to resolve issues.
FB935,Ord935,U926,2,"My delivery was incomplete, missing some items."
FB936,Ord936,U651,2,Communication about the delivery status was lacking.
FB937,Ord937,U460,1,"The delivery was delayed, and no explanation was given."
FB938,Ord938,U715,5,I received timely updates about my delivery status.
FB939,Ord939,U374,1,There were no updates provided about the delivery status.
FB940,Ord940,U229,2,"Medicines were out of stock, causing a delay in delivery."
FB941,Ord941,U986,3,"Delivery was late, but customer service resolved the issue."
FB942,Ord942,U865,3,Communication about delivery status was adequate but could be improved.
FB943,Ord943,U798,5,Medicines were delivered accurately and securely.
FB944,Ord944,U696,4,"Delivery was on time, and the medicines were well-packaged."
FB945,Ord945,U547,1,Medicines were damaged during delivery.
FB946,Ord946,U649,1,"The delivery was delayed, and no explanation was given."
FB947,Ord947,U644,5,"Overall, an outstanding experience! Highly recommended."
FB948,Ord948,U507,5,I received timely updates about my delivery status.
FB949,Ord949,U767,5,Ordering process was seamless and quick.
FB950,Ord950,U724,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB951,Ord951,U298,4,Medicines arrived in excellent condition.
FB952,Ord952,U844,5,I received timely updates about my delivery status.
FB953,Ord953,U870,4,"Delivery was delayed slightly, but communication was clear."
FB954,Ord954,U206,1,There were no updates provided about the delivery status.
FB955,Ord955,U787,5,The delivery person was very polite and professional.
FB956,Ord956,U358,4,"Delivery was delayed slightly, but communication was clear."
FB957,Ord957,U584,5,I received timely updates about my delivery status.
FB958,Ord958,U326,4,The website is easy to use and navigate.
FB959,Ord959,U623,4,"Delivery was delayed slightly, but communication was clear."
FB960,Ord960,U309,5,"Overall, an outstanding experience! Highly recommended."
FB961,Ord961,U313,2,Overall experience was below average.
FB962,Ord962,U642,4,"Delivery was on time, and the medicines were well-packaged."
FB963,Ord963,U321,4,"Overall experience was good, with minor room for improvement."
FB964,Ord964,U269,1,"The website was not user-friendly, and the ordering process was complicated."
FB965,Ord965,U701,5,Medicines arrived in perfect condition and on time.
FB966,Ord966,U541,1,Medicines were damaged during delivery.
FB967,Ord967,U648,1,There were no updates provided about the delivery status.
FB968,Ord968,U359,2,"Delivery was late, but at least the medicines were intact."
FB969,Ord969,U273,1,I did not receive all the items I ordered.
FB970,Ord970,U811,1,The wrong medicines were delivered to me.
FB971,Ord971,U603,1,The wrong medicines were delivered to me.
FB972,Ord972,U490,1,Medicines were damaged during delivery.
FB973,Ord973,U595,3,"Medicines arrived in good condition, but the packaging was not very secure."
FB974,Ord974,U624,3,"Overall experience was average, with room for improvement."
FB975,Ord975,U717,2,The delivery packaging was subpar.
FB976,Ord976,U856,3,"Medicines were delivered as ordered, but the packaging could be improved."
FB977,Ord977,U896,1,"Delivery was late, and the medicines were not properly packaged."
FB978,Ord978,U217,2,The ordering process was tedious and time-consuming.
FB979,Ord979,U848,5,The website is very user-friendly and easy to navigate.
FB980,Ord980,U696,2,The delivery packaging was subpar.
FB981,Ord981,U729,5,"Excellent customer service, very prompt and helpful."
FB982,Ord982,U551,2,The website needs improvement; it was challenging to navigate.
FB983,Ord983,U363,2,The delivery person arrived much later than the estimated time.
FB984,Ord984,U642,5,"Delivery was exactly as scheduled, with great communication."
FB985,Ord985,U568,5,"Delivery was exactly as scheduled, with great communication."
FB986,Ord986,U868,3,"Customer service was helpful, but the response time was slow."
FB987,Ord987,U300,2,Customer service was slow to respond to my queries.
FB988,Ord988,U998,4,The website is easy to use and navigate.
FB989,Ord989,U729,4,"Overall experience was good, with minor room for improvement."
FB990,Ord990,U283,3,"Delivery was late, but customer service resolved the issue."
FB991,Ord991,U839,5,The website is very user-friendly and easy to navigate.
FB992,Ord992,U755,2,"My delivery was incomplete, missing some items."
FB993,Ord993,U721,4,Ordering process was smooth and hassle-free.
FB994,Ord994,U392,2,The website needs improvement; it was challenging to navigate.
FB995,Ord995,U260,5,I received timely updates about my delivery status.
FB996,Ord996,U380,3,"Customer service was helpful, but the response time was slow."
FB997,Ord997,U242,2,The ordering process was tedious and time-consuming.
FB998,Ord998,U712,2,The delivery person arrived much later than the estimated time.
FB999,Ord999,U742,2,Overall experience was below average.
FB1000,Ord1000,U287,2,Communication about the delivery status was lacking.
